,ConfirmedData[groups_Confirmed == i, "Province.State"]
1,Austria
2,Azerbaijan
3,Bulgaria
4,Burkina Faso
5,Alberta
6,Manitoba
7,New Brunswick
8,Saskatchewan
9,Chad
10,Hebei
11,Croatia
12,Cuba
13,Cyprus
14,Czechia
15,Denmark
16,Estonia
17,Eswatini
18,France
19,Georgia
20,Germany
21,Greece
22,Hungary
23,Ireland
24,Italy
25,Jordan
26,Latvia
27,Liechtenstein
28,Lithuania
29,Malawi
30,Monaco
31,Mozambique
32,Namibia
33,Niger
34,North Macedonia
35,Poland
36,Romania
37,Rwanda
38,Serbia
39,Slovakia
40,Slovenia
41,Sri Lanka
42,Thailand
43,Uganda
44,Channel Islands
45,Gibraltar
46,Uruguay
47,Zambia
48,Zimbabwe
